,QQQ,VEU,STC,AlRajhi,BonyanREIT,AlinmaHospitalityREIT
2010-02-25,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-26,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-02,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-03,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-04,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-05,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-07,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-08,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-09,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-10,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-11,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-12,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-14,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-15,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-16,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-17,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-18,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-19,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-21,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-22,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-23,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-24,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-25,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-26,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-28,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-29,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-30,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-31,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-04,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-05,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-06,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-07,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-08,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-09,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-11,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-12,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-13,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-14,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-15,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-16,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-18,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-19,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-20,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-21,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-22,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-23,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-25,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-26,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-27,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-28,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-29,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-30,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-02,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-03,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-04,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-05,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-06,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-07,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-09,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-10,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-11,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-12,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-13,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-14,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-16,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-17,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-18,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-19,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-20,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-21,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-23,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-24,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-25,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-26,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-27,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-28,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-30,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-31,0.0,0.0,0.0,0.0,0.0,0.0
2010-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-06-02,0.0,0.0,0.0,0.0,0.0,0.0
2010-06-03,0.0,0.0,0.0,0.0,0.0,0.0
2010-06-04,0.0,0.0,0.0,0.0,0.0,0.0
2010-06-06,0.0,0.0,0.0,0.0,0.0,0.0
2010-06-07,0.0,0.0,0.0,0.0,0.0,0.0
2010-06-08,0.0,0.0,0.0,0.0,0.0,0.0
2010-06-09,0.0,0.0,0.0,0.0,0.0,0.0
2010-06-10,0.0,0.0,0.0,0.0,0.0,0.0
2010-06-11,0.0,0.0,0.0,0.0,0.0,0.0
2010-06-13,0.0,0.0,0.0,0.0,0.0,0.0
2010-06-14,0.0,0.0,0.0,0.0,0.0,0.0
2010-06-15,0.0,0.0,0.0,0.0,0.0,0.0
2010-06-16,0.0,0.0,0.0,0.0,0.0,0.0
2010-06-17,0.0,0.0,0.0,0.0,0.0,0.0
2010-06-18,0.0,0.0,0.0,0.0,0.0,0.0
2010-06-20,0.0,0.0,0.0,0.0,0.0,0.0
2010-06-21,0.0,0.0,0.0,0.0,0.0,0.0
2010-06-22,0.0,0.0,0.0,0.0,0.0,0.0
2010-06-23,0.0,0.0,0.0,0.0,0.0,0.0
2010-06-24,0.0,0.0,0.0,0.0,0.0,0.0
2010-06-25,0.0,0.0,0.0,0.0,0.0,0.0
2010-06-27,0.0,0.0,0.0,0.0,0.0,0.0
2010-06-28,0.0,0.0,0.0,0.0,0.0,0.0
2010-06-29,0.0,0.0,0.0,0.0,0.0,0.0
2010-06-30,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-02,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-04,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-05,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-06,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-07,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-08,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-09,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-11,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-12,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-13,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-14,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-15,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-16,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-18,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-19,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-20,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-21,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-22,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-23,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-25,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-26,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-27,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-28,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-29,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-30,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-02,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-03,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-05,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-06,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-08,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-09,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-10,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-11,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-12,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-13,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-15,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-16,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-17,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-18,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-19,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-20,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-22,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-23,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-24,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-25,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-26,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-27,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-29,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-30,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-31,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-02,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-03,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-05,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-06,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-07,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-08,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-09,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-10,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-12,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-13,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-14,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-15,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-16,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-17,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-19,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-20,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-21,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-22,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-23,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-24,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-26,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-27,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-28,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-29,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-30,0.50035,0.49965,0.0,0.0,0.0,0.0
2010-10-01,0.49736025677696144,0.5026397432230385,0.0,0.0,0.0,0.0
2010-10-03,0.49736025677696144,0.5026397432230385,0.0,0.0,0.0,0.0
2010-10-04,0.49738106021038503,0.5026189397896149,0.0,0.0,0.0,0.0
2010-10-05,0.49708442157090543,0.5029155784290945,0.0,0.0,0.0,0.0
2010-10-06,0.49346454888845165,0.5065354511115483,0.0,0.0,0.0,0.0
2010-10-07,0.4952327369031825,0.5047672630968175,0.0,0.0,0.0,0.0
2010-10-08,0.49507873093050125,0.5049212690694987,0.0,0.0,0.0,0.0
2010-10-10,0.49507873093050125,0.5049212690694987,0.0,0.0,0.0,0.0
2010-10-11,0.49549872287963614,0.5045012771203639,0.0,0.0,0.0,0.0
2010-10-12,0.4975735391003588,0.5024264608996412,0.0,0.0,0.0,0.0
2010-10-13,0.4966948168815293,0.5033051831184706,0.0,0.0,0.0,0.0
2010-10-14,0.49541014251328347,0.5045898574867166,0.0,0.0,0.0,0.0
2010-10-15,0.5012911566491001,0.49870884335089993,0.0,0.0,0.0,0.0
2010-10-17,0.5012911566491001,0.49870884335089993,0.0,0.0,0.0,0.0
2010-10-18,0.4998934193309451,0.500106580669055,0.0,0.0,0.0,0.0
2010-10-19,0.5036635642058568,0.4963364357941432,0.0,0.0,0.0,0.0
2010-10-20,0.5009918362342914,0.4990081637657084,0.0,0.0,0.0,0.0
2010-10-21,0.5026467425086724,0.49735325749132764,0.0,0.0,0.0,0.0
2010-10-22,0.5037096503532221,0.496290349646778,0.0,0.0,0.0,0.0
2010-10-24,0.5037096503532221,0.496290349646778,0.0,0.0,0.0,0.0
2010-10-25,0.5040700227272128,0.4959299772727871,0.0,0.0,0.0,0.0
2010-10-26,0.5058557384634059,0.494144261536594,0.0,0.0,0.0,0.0
2010-10-27,0.5092376429523946,0.49076235704760546,0.0,0.0,0.0,0.0
2010-10-28,0.5073087762154951,0.492691223784505,0.0,0.0,0.0,0.0
2010-10-29,0.5068939988100325,0.4931060011899675,0.0,0.0,0.0,0.0
2010-10-31,0.24002814588718235,0.2011065717760516,0.26890233313851747,0.2899629491982486,0.0,0.0
2010-11-01,0.23981321235613304,0.20090067637179945,0.2698047538365755,0.2894813574354921,0.0,0.0
2010-11-02,0.24041363837448093,0.2020613469499558,0.2676104138130573,0.28991460086250587,0.0,0.0
2010-11-03,0.2419008616104703,0.20353618332633727,0.2660368096872935,0.28852614537589877,0.0,0.0
2010-11-04,0.24293026014817484,0.20689181762482325,0.26393320695749845,0.28624471526950335,0.0,0.0
2010-11-05,0.24318609978024125,0.20605656348462703,0.2642111656379729,0.28654617109715874,0.0,0.0
2010-11-07,0.24219214747382475,0.20521436733643894,0.26445682004494736,0.28813666514478903,0.0,0.0
2010-11-08,0.2424945280408661,0.20428018513550725,0.2651047284785258,0.2881205583451009,0.0,0.0
2010-11-09,0.2408976576119393,0.20194117948589405,0.2647878970013462,0.29237326590082036,0.0,0.0
2010-11-10,0.24160796573411814,0.20239660502249593,0.26423388824315425,0.29176154100023166,0.0,0.0
2010-11-11,0.24085998566475414,0.20133551909825043,0.2650936372922254,0.2927108579447701,0.0,0.0
2010-11-12,0.2384204047765869,0.20027674106728077,0.2667562138729926,0.29454664028313976,0.0,0.0
2010-11-14,0.2384204047765869,0.20027674106728077,0.2667562138729926,0.29454664028313976,0.0,0.0
2010-11-15,0.23775829643511043,0.20035742323949599,0.2670325335859789,0.2948517467394147,0.0,0.0
2010-11-16,0.23593796599950526,0.19715934861841025,0.26941750405725245,0.29748518132483204,0.0,0.0
2010-11-17,0.2362418234740417,0.1977756113173808,0.2689802218093973,0.2970023433991801,0.0,0.0
2010-11-18,0.23801295803541947,0.2007882468746544,0.2667067603519303,0.2944920347379958,0.0,0.0
2010-11-19,0.23813123714643855,0.20081923299527693,0.26663582283974635,0.29441370701853814,0.0,0.0
2010-11-21,0.24000664475009173,0.20240078911967374,0.267392030682096,0.29020053544813856,0.0,0.0
2010-11-22,0.2415473867189994,0.20060578929263392,0.2682119224112638,0.28963490157710287,0.0,0.0
2010-11-23,0.2411714344111823,0.19732460436238672,0.27143420684352193,0.290069754382909,0.0,0.0
2010-11-24,0.24401796911007007,0.19908066234144875,0.26920928737860067,0.28769208116988054,0.0,0.0
2010-11-26,0.24362380179269666,0.19668689454853297,0.2705569910595145,0.28913231259925587,0.0,0.0
2010-11-28,0.24306525463995696,0.19623595788256312,0.2712897025895587,0.2894090848879212,0.0,0.0
2010-11-29,0.24257574146885316,0.19487743231002871,0.2716245066096331,0.29092231961148507,0.0,0.0
2010-11-30,0.23759005298830874,0.1964518271201722,0.2727217652918643,0.29042657411358247,0.0,0.0
2010-12-01,0.24047081659119054,0.19990299042342446,0.2689719349486934,0.28786900234467816,0.0,0.0
2010-12-02,0.24133313850590474,0.20267840573207774,0.2672234326060427,0.28599765608294936,0.0,0.0
2010-12-03,0.2414475099346011,0.20374578052134099,0.2666553483805535,0.2853896601622206,0.0,0.0
2010-12-05,0.24068403915558287,0.2031015247581797,0.26714450295693754,0.2863167484420279,0.0,0.0
2010-12-06,0.24108181210605104,0.202743077319772,0.2683529121965999,0.2850632227178076,0.0,0.0
2010-12-07,0.24117336644622753,0.20274994145081923,0.2683053209700277,0.2850126679900474,0.0,0.0
2010-12-08,0.24110772770662686,0.20211540937639544,0.269234688411038,0.2847942055689101,0.0,0.0
2010-12-09,0.2412254708234637,0.20224016776247888,0.2691173201499966,0.2846700544022847,0.0,0.0
2010-12-10,0.2422863441960136,0.2024245015409331,0.26851508460160434,0.28403301466724173,0.0,0.0
2010-12-12,0.24228629200617802,0.2024244579375617,0.2685150267619511,0.28403295348493945,0.0,0.0
2010-12-13,0.23866778113230183,0.2019458863202463,0.2687071616941352,0.28796918078111106,0.0,0.0
2010-12-14,0.23891238014505617,0.20199093188578227,0.27045267761131064,0.2859360162153068,0.0,0.0
2010-12-15,0.238173337670445,0.19944471351124932,0.27605651343534143,0.28361364156559493,0.0,0.0
2010-12-16,0.23929689383725034,0.20001595574294942,0.27522448319346915,0.2827588342514926,0.0,0.0
2010-12-17,0.23961774485982115,0.19943750899218582,0.275350824851941,0.2828886345499704,0.0,0.0
2010-12-19,0.2385465211017721,0.19854591309638298,0.27411985447638576,0.28609430706197925,0.0,0.0
2010-12-20,0.23693674257432953,0.1969372962528715,0.2759479105661524,0.28750457432336385,0.0,0.0
2010-12-21,0.2366251655504687,0.1973037315477776,0.27713580489755707,0.2862811807976742,0.0,0.0
2010-12-22,0.23604672532830623,0.19748136355954976,0.2790690501298866,0.2847545407985743,0.0,0.0
2010-12-23,0.23565547030960446,0.19736485273984614,0.27931909535909855,0.28500968021439266,0.0,0.0
2010-12-26,0.23723193252217906,0.1986851625634456,0.27538328933574463,0.2860307707767003,0.0,0.0
2010-12-27,0.23667841386944274,0.1977342597047239,0.27330398137088086,0.2896219771793238,0.0,0.0
2010-12-28,0.23553864775028036,0.1976874198968144,0.27184439318440223,0.29227593389428613,0.0,0.0
2010-12-29,0.23530646189424165,0.19844008655515957,0.2722597879363281,0.2913482728053218,0.0,0.0
2010-12-30,0.23485960368728348,0.19861797259089062,0.2723890121904559,0.2914865571385686,0.0,0.0
2010-12-31,0.23659346258269268,0.1962644055459519,0.2757220974098198,0.2877293152471795,0.0,0.0
2011-01-02,0.23532328955586101,0.19521074264533608,0.2787481872980861,0.287046586762532,0.0,0.0
2011-01-03,0.23753042493980303,0.19563936137018986,0.27703850965851223,0.2861427405081259,0.0,0.0
2011-01-04,0.23763832898511825,0.19550366627294866,0.2767244485640394,0.2864800046861218,0.0,0.0
2011-01-05,0.23935073941578972,0.19452050996231324,0.27636830682874103,0.2861113076428116,0.0,0.0
2011-01-06,0.24032850699198088,0.19305934537904665,0.2766041476886885,0.28635546276178847,0.0,0.0
2011-01-07,0.24048808767209703,0.1920159207000196,0.2770354751819546,0.28680199613798024,0.0,0.0
2011-01-09,0.24162785158282785,0.19292595669730372,0.27705980794000495,0.2847102354946833,0.0,0.0
2011-01-10,0.24375672021077907,0.19336207749468806,0.2765114550790929,0.2826748074558326,0.0,0.0
2011-01-11,0.2430310729362363,0.19419121351712665,0.27594039525556824,0.28315833636803356,0.0,0.0
2011-01-12,0.2434571349699625,0.19718923837306784,0.27318662238105074,0.2825073493452526,0.0,0.0
2011-01-13,0.24358169934315987,0.19697602166958608,0.27322977942937166,0.28255197884877825,0.0,0.0
2011-01-14,0.24466822727985563,0.1975342695100228,0.27242633623901674,0.2817211233549098,0.0,0.0
2011-01-16,0.24378034411425542,0.19681743204208924,0.27080041852752557,0.284964721644656,0.0,0.0
2011-01-17,0.2464014023566868,0.19893355815710662,0.26727178914082955,0.28371677287198876,0.0,0.0
2011-01-18,0.24802067624293833,0.20083042388019046,0.26181076611154336,0.28564756343568276,0.0,0.0
2011-01-19,0.24665645665869212,0.20045324210834614,0.26531650210264507,0.2838610206469246,0.0,0.0
2011-01-20,0.24578637514003837,0.19934581074792357,0.2662653143913452,0.28487615096312546,0.0,0.0
2011-01-21,0.24424130057138504,0.20012061817175456,0.2666348030124025,0.28527146530000064,0.0,0.0
2011-01-23,0.2438684927731057,0.19981515579959894,0.2668802799613605,0.28570966191165187,0.0,0.0
2011-01-24,0.2451635733951008,0.19973943686072218,0.2672260521379653,0.28417554649355514,0.0,0.0
2011-01-25,0.24595952388605677,0.19944536874034902,0.2670660259570503,0.2838266494817868,0.0,0.0
2011-01-26,0.24711745428326604,0.20056127388223213,0.2649633117632069,0.2836574445808354,0.0,0.0
2011-01-27,0.24815942927257464,0.2005849319635846,0.2644519597913977,0.2831100148531514,0.0,0.0
2011-01-28,0.2445809645084847,0.19797609031686597,0.2674200340714029,0.28628749765252404,0.0,0.0
2011-01-30,0.2480444567662665,0.20077961452986573,0.26059729705132956,0.2867900235946218,0.0,0.0
2011-01-31,0.24154668151004732,0.19894423636244082,0.27072789050211993,0.28878119162539184,0.0,0.0
2011-02-01,0.24398192467155025,0.2016794410221847,0.26980431179323516,0.28453432251302985,0.0,0.0
2011-02-02,0.2409590058794196,0.199252107458757,0.2730254826031799,0.28676340405864353,0.0,0.0
2011-02-03,0.24127996287566808,0.19916785462076603,0.27291003503252903,0.28664214747103683,0.0,0.0
2011-02-04,0.2423444572001003,0.1987689112316994,0.27258542629224336,0.2863012052759568,0.0,0.0
2011-02-06,0.24121187079352285,0.19783997326665512,0.27334642066413345,0.2876017352756885,0.0,0.0
2011-02-07,0.24164743080457535,0.19767081104564352,0.273910093951742,0.28677166419803923,0.0,0.0
2011-02-08,0.24328749628105323,0.19835236234794248,0.27328697352609765,0.28507316784490666,0.0,0.0
2011-02-09,0.2430990355454408,0.19693154836281934,0.2728694870448645,0.2870999290468753,0.0,0.0
2011-02-10,0.2437083141621802,0.19578982665000277,0.27312894313359376,0.28737291605422327,0.0,0.0
2011-02-11,0.24486297059784923,0.19602681533725136,0.27245080343537714,0.2866594106295223,0.0,0.0
2011-02-13,0.24567517813883208,0.19667703393609884,0.2726761560190132,0.28497163190605584,0.0,0.0
2011-02-14,0.2465025101173415,0.19706958370853853,0.2729406392519725,0.28348726692214743,0.0,0.0
2011-02-15,0.2470895141306733,0.19752536172221233,0.27260161163426055,0.28278351251285383,0.0,0.0
2011-02-16,0.24957169934282064,0.20025394679411415,0.2708275839060792,0.27934676995698604,0.0,0.0
2011-02-17,0.24924472504965195,0.20111506490152822,0.27056464747937237,0.2790755625694474,0.0,0.0
2011-02-18,0.24863938772555663,0.20184173320291116,0.2705049213667301,0.2790139577048022,0.0,0.0
2011-02-20,0.25225222990841695,0.2047745844082158,0.2688913075296751,0.274081878153692,0.0,0.0
2011-02-21,0.25260235314149165,0.2050588092080147,0.2678765369596404,0.27446230069085337,0.0,0.0
2011-02-22,0.24914092606204874,0.20233060898523825,0.27067181391856726,0.27785665103414564,0.0,0.0
2011-02-23,0.24665102203594652,0.20214023818657417,0.27019349582716656,0.28101524395031263,0.0,0.0
2011-02-24,0.24762493864586016,0.20190942829074532,0.26982923708748807,0.2806363959759066,0.0,0.0
2011-02-25,0.24951935877592799,0.2034047447781488,0.26816764371910695,0.2789082527268163,0.0,0.0
2011-02-27,0.25572470136198433,0.20846325459145443,0.2648166850321748,0.27099535901438637,0.0,0.0
2011-02-28,0.24743394282476786,0.2052324259337414,0.26939373476076706,0.2779398964807236,0.0,0.0
2011-03-01,0.25079554331211545,0.20885786144217297,0.2618125272449278,0.27853406800078373,0.0,0.0
2011-03-02,0.25811620462179197,0.21544604433278094,0.2642108137423317,0.2622269373030954,0.0,0.0
2011-03-03,0.2611897889412313,0.21643431104278119,0.2621722347011115,0.2602036653148762,0.0,0.0
2011-03-04,0.2604669204084379,0.2159069379593893,0.2627997112719517,0.26082643036022113,0.0,0.0
2011-03-06,0.25190076879886536,0.20880626060190174,0.2659439072717148,0.2733490633275181,0.0,0.0
2011-03-07,0.2482850353511811,0.20642771177024025,0.26643762873411647,0.2788496241444623,0.0,0.0
2011-03-08,0.24318997951006752,0.20240820792346984,0.2642329273529078,0.2901688852135548,0.0,0.0
2011-03-09,0.24244137374706998,0.20300009915850814,0.265220876726729,0.28933765036769266,0.0,0.0
2011-03-10,0.2408094097779817,0.19963252745042712,0.2676119340646674,0.2919461287069236,0.0,0.0
2011-03-11,0.24176674952683358,0.19993123991636078,0.2670112197065899,0.29129079085021575,0.0,0.0
2011-03-13,0.23825853550115966,0.19703009002119246,0.268141979187619,0.2965693952900288,0.0,0.0
2011-03-14,0.2405134822207281,0.19728195746193217,0.26946829003960987,0.2927362702777299,0.0,0.0
2011-03-15,0.24108662110260404,0.1965597262392314,0.26958521712815126,0.29276843553001325,0.0,0.0
2011-03-16,0.23790010110478588,0.1934379779760032,0.27558437087573245,0.2930775500434784,0.0,0.0
2011-03-17,0.23838531354385656,0.1970064488283331,0.273619878936859,0.29098835869095135,0.0,0.0
2011-03-18,0.2373933340970769,0.1990776986989631,0.2730968439844205,0.29043212321953954,0.0,0.0
